DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.02.08-18.55.23, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.196399ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_179, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_8BF4431B48E9790387575E9F69B33BD1__3E8B7C720E99DA51242C187C199504F8EF8C1D78, StartTime=2016.02.08-18.57.07, HierarchicalDDC, DataSize=2097414 bytes, Retrieved=true, Duration=123.283516ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_180, CachedDataProbablyExists, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_179, StartTime=2016.02.08-18.57.07, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.087202ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_181, GetCachedData, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_179, StartTime=2016.02.08-18.57.07, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=121.521286ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_170, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_1C902717490C0A92EAA7F7957FEBF951__A9A1CB44E7344CA6A1093736DCF701AD6D78702C, StartTime=2016.02.08-18.57.07, HierarchicalDDC, DataSize=4731 bytes, Retrieved=true, Duration=55.787914ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_171, CachedDataProbablyExists, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_170, StartTime=2016.02.08-18.57.07, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.103056ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_172, GetCachedData, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_170, StartTime=2016.02.08-18.57.07, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=55.648521ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_173, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_1C902717490C0A92EAA7F7957FEBF951__4E1C01935BA10A634F11A34C38FC10CE567FF11F, StartTime=2016.02.08-18.57.07, HierarchicalDDC, DataSize=2097414 bytes, Retrieved=true, Duration=196.874756ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_174, CachedDataProbablyExists, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_173, StartTime=2016.02.08-18.57.07, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.311818ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_175, GetCachedData, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_173, StartTime=2016.02.08-18.57.07, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=194.867767ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_245, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1184DFC745371C2B053BCA902F71E__8E9714FBC293F9C4DD2D5A948329B3CE007E764B, StartTime=2016.02.08-18.57.07, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=88.608025ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_246, CachedDataProbablyExists, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_245, StartTime=2016.02.08-18.57.07, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.099096ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_247, GetCachedData, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_245, StartTime=2016.02.08-18.57.07, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=88.276718ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_182, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_8BF4431B48E9790387575E9F69B33BD1__DA5C475D05F414692959480A5CACE2CA1C68ED02, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=136.029388ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_183, CachedDataProbablyExists, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_182, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.388119ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_184, GetCachedData, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_182, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=135.158340ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_248, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1184DFC745371C2B053BCA902F71E__6362AE3ACFBE1DA8B1F05D7733CBCFF9501F63C7, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=86.571968ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_249, CachedDataProbablyExists, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_248, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.089847ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_250, GetCachedData, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_248, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=86.394257ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_185, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_8BF4431B48E9790387575E9F69B33BD1__28C081186D79FF05EDA96C8FF4F14B4D9B94947B, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=26.601929ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_186, CachedDataProbablyExists, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_185, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.396047ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_187, GetCachedData, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_185, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=26.070122ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_251, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1184DFC745371C2B053BCA902F71E__F0FA1D65338186E2133F378A60EF2D3B8269321B, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=20.745773ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_252, CachedDataProbablyExists, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_251, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.068706ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_253, GetCachedData, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_251, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=20.624216ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_176, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_1C902717490C0A92EAA7F7957FEBF951__8DF4F7CFFBA2B92839B78041215E2FF14C10CF84, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=72.087318ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_177, CachedDataProbablyExists, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_176, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.354428ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_178, GetCachedData, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_176, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=71.295883ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_254, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_26068A5F4A659FBC97C126BEBD906070__87212FE021D6225C575A54BD2B3074A7C74D9BEA, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=4731 bytes, Retrieved=true, Duration=16.807426ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_255, CachedDataProbablyExists, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_254, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.073988ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_256, GetCachedData, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_254, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=16.696106ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_188, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_8BF4431B48E9790387575E9F69B33BD1__6FE1E1866B0CAAFAB5E865E52875996D452D6004, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=73.171738ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_189, CachedDataProbablyExists, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_188, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.300255ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_190, GetCachedData, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_188, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=72.801781ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_257, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_26068A5F4A659FBC97C126BEBD906070__6C678CFA72BFA76CBD843B7DE229E382E9B7FEC3, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=2097414 bytes, Retrieved=true, Duration=148.569138ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_258, CachedDataProbablyExists, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_257, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.520576ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_259, GetCachedData, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_257, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=146.313080ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_179, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_1C902717490C0A92EAA7F7957FEBF951__D1506F1FF2A7BC9B7097DAA9870873BDB2EA7E7C, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=39.632534ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_180, CachedDataProbablyExists, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_179, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.317436ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_181, GetCachedData, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_179, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=39.171741ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_191, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_8BF4431B48E9790387575E9F69B33BD1__1B444212473F473A463697C3CE325F603DFAC33C, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=23.496635ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_192, CachedDataProbablyExists, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_191, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.436343ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_193, GetCachedData, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_191, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=23.014374ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_194, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_7BC543194B93CBD86F8EE38F8EA67244__62583BB745388ECF65AC35214E0AB0E0CCC3CB56, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=4731 bytes, Retrieved=true, Duration=0.701260ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_195, CachedDataProbablyExists, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_194, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.114288ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_196, GetCachedData, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_194, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.552617ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_197, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_7BC543194B93CBD86F8EE38F8EA67244__A81C3EA529AC8EF289388ACEFBFFD9CFBEAD4644, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=2097414 bytes, Retrieved=true, Duration=273.669403ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_198, CachedDataProbablyExists, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_197, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.260290ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_199, GetCachedData, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_197, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=271.649506ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_182, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_1C902717490C0A92EAA7F7957FEBF951__8A57A908382539D856C88B4F13037880DE981C5D, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=57.771786ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_183, CachedDataProbablyExists, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_182, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.092488ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_184, GetCachedData, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_182, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=57.621166ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_260, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_26068A5F4A659FBC97C126BEBD906070__3CD287346AD249D391F1FCCF5C506D11AF114C7D, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=135.633347ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_261, CachedDataProbablyExists, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_260, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.363678ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_262, GetCachedData, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_260, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=134.826050ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_185, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_1C902717490C0A92EAA7F7957FEBF951__2C001A00CFD2257410895E4883543E4597FAD46A, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=152.867859ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_186, CachedDataProbablyExists, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_185, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.285722ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_187, GetCachedData, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_185, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=152.542496ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_263, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_26068A5F4A659FBC97C126BEBD906070__9EBD233AE15E2E71A28A6E6308BDF5C5D7C5BCFE, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=104.462494ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_264, CachedDataProbablyExists, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_263, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.340223ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_265, GetCachedData, Parent=DDCTransactionId2013B68E4522F40886A28CA01AFEE968_263, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=103.941582ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_188, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_138A37284987A0D8B32347A084C3F0FF__441A5DAC6B1E8882AD2E3FDE32A595C37EEF4137, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=4731 bytes, Retrieved=true, Duration=44.963154ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_189, CachedDataProbablyExists, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_188, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.084892ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_190, GetCachedData, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_188, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=44.836975ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_191, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_138A37284987A0D8B32347A084C3F0FF__853410CFA077141F1D66E3FC5A86884174FA1017, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=2097414 bytes, Retrieved=true, Duration=215.227722ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_192, CachedDataProbablyExists, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_191, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.293650ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_193, GetCachedData, Parent=DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_191, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=213.280182ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_200, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_7BC543194B93CBD86F8EE38F8EA67244__CC1A0B5FCA344F8BA9A44CDA750C3321E7F45A6A, StartTime=2016.02.08-18.57.08, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=103.909546ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_201, CachedDataProbablyExists, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_200, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.317432ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_202, GetCachedData, Parent=DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_200, StartTime=2016.02.08-18.57.08, FileDDCPath=C:/Users/gcote/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=103.151474ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
